CNAE,DESCRIÇÃO,SEÇÃO,DIVISÃO,GRUPO
1813,Impressão de materiais para outros usos,INDÚSTRIAS DE TRANSFORMAÇÃO,IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,Atividade de impressão
1821,Serviços de pré-impressão,INDÚSTRIAS DE TRANSFORMAÇÃO,IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,Serviços de pré-impressão e acabamentos gráficos
1822,Serviços de acabamentos gráficos,INDÚSTRIAS DE TRANSFORMAÇÃO,IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,Serviços de pré-impressão e acabamentos gráficos
1830,Reprodução de materiais gravados em qualquer suporte,INDÚSTRIAS DE TRANSFORMAÇÃO,IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,Reprodução de materiais gravados em qualquer suporte
1910,Coquerias,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Coquerias
1921,Fabricação de produtos do refino de petróleo,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
1922,"Fabricação de produtos derivados do petróleo, exceto produtos do refino",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
1931,Fabricação de álcool,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
1932,"Fabricação de biocombustíveis, exceto álcool",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2011,Fabricação de cloro e álcalis,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2012,Fabricação de intermediários para fertilizantes,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2013,Fabricação de adubos e fertilizantes,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2014,Fabricação de gases industriais,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2019,Fabricação de produtos químicos inorgânicos não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2021,Fabricação de produtos petroquímicos básicos,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2022,"Fabricação de intermediários para plastificantes, resinas e fibras",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2029,Fabricação de produtos químicos orgânicos não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2031,Fabricação de resinas termoplásticas,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2032,Fabricação de resinas termofixas,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2033,Fabricação de elastômeros,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2040,Fabricação de fibras artificiais e sintéticas,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2051,Fabricação de defensivos agrícolas,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2052,Fabricação de desinfestantes domissanitários,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos derivados do petróleo
2061,Fabricação de sabões e detergentes sintéticos,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal"
2062,Fabricação de produtos de limpeza e polimento,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal"
2063,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal"
2071,"Fabricação de tintas, vernizes, esmaltes e lacas",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins"
2072,Fabricação de tintas de impressão,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins"
2073,"Fabricação de impermeabilizantes, solventes e produtos afins",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins"
2091,Fabricação de adesivos e selantes,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos e preparados químicos diversos
2092,Fabricação de explosivos,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos e preparados químicos diversos
2093,Fabricação de aditivos de uso industrial,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos e preparados químicos diversos
2094,Fabricação de catalisadores,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos e preparados químicos diversos
2099,Fabricação de produtos químicos não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",Fabricação de produtos e preparados químicos diversos
2110,Fabricação de produtos farmoquímicos,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,Fabricação de produtos farmoquímicos
2121,Fabricação de medicamentos para uso humano,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,Fabricação de produtos farmacêuticos
2122,Fabricação de medicamentos para uso veterinário,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,Fabricação de produtos farmacêuticos
2123,Fabricação de preparações farmacêuticas,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,Fabricação de produtos farmacêuticos
2211,Fabricação de pneumáticos e de câmaras-de-ar,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,Fabricação de produtos de borracha
2212,Reforma de pneumáticos usados,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,Fabricação de produtos de borracha
2219,Fabricação de artefatos de borracha não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,Fabricação de produtos de borracha
2221,Fabricação de laminados planos e tubulares de material plástico,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,Fabricação de produtos de material plástico
2222,Fabricação de embalagens de material plástico,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,Fabricação de produtos de material plástico
2223,Fabricação de tubos e acessórios de material plástico para uso na construção,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,Fabricação de produtos de material plástico
2229,Fabricação de artefatos de material plástico não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,Fabricação de produtos de material plástico
2311,Fabricação de vidro plano e de segurança,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,Fabricação de vidro e de produtos do vidro
2312,Fabricação de embalagens de vidro,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,Fabricação de vidro e de produtos do vidro
2319,Fabricação de artigos de vidro,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,Fabricação de vidro e de produtos do vidro
2320,Fabricação de cimento,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,Fabricação de cimento
2330,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
2341,Fabricação de produtos cerâmicos refratários,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,Fabricação de produtos cerâmicos
2342,Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,Fabricação de produtos cerâmicos
2349,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,Fabricação de produtos cerâmicos
2391,Aparelhamento e outros trabalhos em pedras,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos
2392,Fabricação de cal e gesso,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos
2399,Fabricação de produtos de minerais não-metálicos não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos
2411,Produção de ferro-gusa,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Produção de ferro-gusa e de ferroligas
2412,Produção de ferroligas,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Produção de ferro-gusa e de ferroligas
2421,Produção de semi-acabados de aço,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Siderurgia
2422,Produção de laminados planos de aço,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Siderurgia
2423,Produção de laminados longos de aço,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Siderurgia
2424,"Produção de relaminados, trefilados e perfilados de aço",INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Siderurgia
2431,Produção de tubos de aço com costura,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,"Produção de tubos de aço, exceto tubos sem costura"
2439,Produção de outros tubos de ferro e aço,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,"Produção de tubos de aço, exceto tubos sem costura"
2441,Metalurgia do alumínio e suas ligas,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Metalurgia dos metais não-ferrosos
2442,Metalurgia dos metais preciosos,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Metalurgia dos metais não-ferrosos
2443,Metalurgia do cobre,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Metalurgia dos metais não-ferrosos
2449,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Metalurgia dos metais não-ferrosos
2451,Fundição de ferro e aço,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Fundição
2452,Fundição de metais não-ferrosos e suas ligas,INDÚSTRIAS DE TRANSFORMAÇÃO,METALURGIA,Fundição
2511,Fabricação de estruturas metálicas,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Fabricação de estruturas metálicas e obras de caldeiraria pesada
2512,Fabricação de esquadrias de metal,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Fabricação de estruturas metálicas e obras de caldeiraria pesada
2513,Fabricação de obras de caldeiraria pesada,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Fabricação de estruturas metálicas e obras de caldeiraria pesada
2521,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","Fabricação de tanques, reservatórios metálicos e caldeiras"
2522,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","Fabricação de tanques, reservatórios metálicos e caldeiras"
2531,Produção de forjados de aço e de metais não-ferrosos e suas ligas,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais"
2532,Produção de artefatos estampados de metal; metalurgia do pó,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais"
2539,"Serviços de usinagem, solda, tratamento e revestimento em metais",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais"
2541,Fabricação de artigos de cutelaria,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","Fabricação de artigos de cutelaria, de serralheria e ferramentas"
2542,"Fabricação de artigos de serralheria, exceto esquadrias",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","Fabricação de artigos de cutelaria, de serralheria e ferramentas"
2543,Fabricação de ferramentas,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","Fabricação de artigos de cutelaria, de serralheria e ferramentas"
2550,"Fabricação de equipamento bélico pesado, armas de fogo e munições",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","Fabricação de equipamento bélico pesado, armas de fogo e munições"
2591,Fabricação de embalagens metálicas,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Fabricação de produtos de metal não especificados anteriormente
2592,Fabricação de produtos de trefilados de metal,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Fabricação de produtos de metal não especificados anteriormente
2593,Fabricação de artigos de metal para uso doméstico e pessoal,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Fabricação de produtos de metal não especificados anteriormente
2599,Fabricação de produtos de metal não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Fabricação de produtos de metal não especificados anteriormente
2610,Fabricação de componentes eletrônicos,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",Fabricação de componentes eletrônicos
2621,Fabricação de equipamentos de informática,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",Fabricação de equipamentos de informática e periféricos
2622,Fabricação de periféricos para equipamentos de informática,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",Fabricação de equipamentos de informática e periféricos
2631,Fabricação de equipamentos transmissores de comunicação,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",Fabricação de equipamentos de comunicação
2632,Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",Fabricação de equipamentos de comunicação
2640,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
2651,"Fabricação de aparelhos e equipamentos de medida, teste e controle",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios"
2652,Fabricação de cronômetros e relógios,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios"
2660,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
2670,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos"
2680,"Fabricação de mídias virgens, magnéticas e ópticas",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","Fabricação de mídias virgens, magnéticas e ópticas"
2710,"Fabricação de geradores, transformadores e motores elétricos",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS","Fabricação de geradores, transformadores e motores elétricos"
2721,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS","Fabricação de pilhas, baterias e acumuladores elétricos"
2722,Fabricação de baterias e acumuladores para veículos automotores,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS","Fabricação de pilhas, baterias e acumuladores elétricos"
2731,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",Fabricação de equipamentos para distribuição e controle de energia elétrica
2732,Fabricação de material elétrico para instalações em circuito de consumo,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",Fabricação de equipamentos para distribuição e controle de energia elétrica
2733,"Fabricação de fios, cabos e condutores elétricos isolados",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",Fabricação de equipamentos para distribuição e controle de energia elétrica
2740,Fabricação de lâmpadas e outros equipamentos de iluminação,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",Fabricação de lâmpadas e outros equipamentos de iluminação
2751,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico",INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",Fabricação de eletrodomésticos
2759,Fabricação de aparelhos eletrodomésticos não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",Fabricação de eletrodomésticos
2790,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,INDÚSTRIAS DE TRANSFORMAÇÃO,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente
2811,"Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"Fabricação de motores, bombas, compressores e equipamentos de transmissão"
2812,"Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"Fabricação de motores, bombas, compressores e equipamentos de transmissão"
2813,"Fabricação de válvulas, registros e dispositivos semelhantes",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"Fabricação de motores, bombas, compressores e equipamentos de transmissão"
2814,Fabricação de compressores,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"Fabricação de motores, bombas, compressores e equipamentos de transmissão"
2815,Fabricação de equipamentos de transmissão para fins industriais,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"Fabricação de motores, bombas, compressores e equipamentos de transmissão"
2821,Fabricação de aparelhos e equipamentos para instalações térmicas,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso geral
2822,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso geral
2823,Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso geral
2824,Fabricação de aparelhos e equipamentos de ar condicionado,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso geral
2825,Fabricação de máquinas e equipamentos para saneamento básico e ambiental,INDÚSTRIAS DE TRANSFORMAÇÃO,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Fabricação de máquinas e equipamentos de uso geral
